product_id,product_name,category,price,brand
P00149,Nike Jeans Standard,Fashion,63609.01,Nike
P00150,Lakme Conditioner Deluxe,Beauty,64410.91,Lakme
P00151,Philips Microwave Plus,Home Appliances,91483.91,Philips
P00152,Oxford Dictionary Plus,Books,5201.93,Oxford
P00153,Bosch Air Conditioner Pro,Home Appliances,16362.07,Bosch
P00154,Amul Rice Lite,Groceries,79772.02,Amul
P00155,Oxford Novel Max,Books,14193.88,Oxford
P00156,McGrawHill Textbook Max,Books,23482.71,McGrawHill
P00157,Lakme Soap Plus,Beauty,93667.04,Lakme
P00158,McGrawHill Guidebook Pro,Books,78762.05,McGrawHill
P00159,Levis Sneakers Plus,Fashion,14075.23,Levis
P00160,Yonex Basketball Standard,Sports,50974.83,Yonex
P00161,Biotique Perfume Deluxe,Beauty,1835.02,Biotique
P00162,IFB Washing Machine Lite,Home Appliances,27598.22,IFB
P00163,Zara Jacket Deluxe,Fashion,82696.97,Zara
P00164,Panasonic Vacuum Cleaner Max,Home Appliances,65171.15,Panasonic
P00165,Biotique Moisturizer Max,Beauty,1635.56,Biotique
P00166,Nivea Soap Pro,Beauty,1926.83,Nivea
P00167,IFB Refrigerator Pro,Home Appliances,49525.25,IFB
P00168,,Groceries,58097.45,Tata
P00169,HarperCollins Novel Standard,Books,63451.94,HarperCollins
P00170,Nike Dumbbells Max,Sports,63464.23,Nike
P00171,Ikea Wardrobe Plus,Furniture,86536.08,Ikea
P00172,Zara Kurta Pro,Fashion,24407.83,Zara
P00173,Puma Kurta Pro,Fashion,28448.83,Puma
P00174,Dell Tablet Pro,Electronics,44550.63,Dell
P00175,Reebok Dumbbells Deluxe,Sports,88439.26,Reebok
P00176,Kellogg's Wheat Flour Plus,Groceries,40052.38,Kellogg's
P00177,L'Oreal Conditioner Pro,Beauty,8569.2,L'Oreal
P00178,Sony Monitor Pro,Electronics,91230.4,Sony
P00179,HomeTown Bed Frame Lite,Furniture,42842.58,HomeTown
P00180,Scholastic Dictionary Max,Books,39997.15,Scholastic
P00181,Tata Rice Plus,Groceries,76386.07,Tata
P00182,Zara Kurta Standard,Fashion,74430.58,Zara
P00183,HomeTown Bed Frame Max,Furniture,19139.53,HomeTown
P00184,Acer Mouse Pro,Electronics,6816.45,Acer
P00185,Nivea Face Wash Standard,Beauty,47013.72,Nivea
P00186,Lenovo Mouse Deluxe,Electronics,82188.86,Lenovo
P00187,Levis Dress Lite,Fashion,53861.43,Levis
P00188,Nestle Wheat Flour Deluxe,Groceries,78305.75,Nestle
P00189,Maybelline Conditioner Pro,Beauty,50865.0,Maybelline
P00190,H&M Jacket Max,Fashion,63274.45,H&M
P00191,HomeTown Wardrobe Deluxe,Furniture,72277.93,HomeTown
P00192,Oxford Textbook Plus,Books,24986.57,Oxford
P00193,Levis Jacket Standard,Fashion,,Levis
P00194,Whirlpool Air Conditioner Plus,Home Appliances,30645.93,Whirlpool
P00195,LG Smartphone Standard,Electronics,40348.75,LG
P00196,Nivea Face Wash Max,Beauty,39675.91,Nivea
P00197,Nike Kurta Max,Fashion,2795.28,Nike
P00198,Cosco Dumbbells Lite,Sports,61800.94,Cosco
P00199,Nike T-Shirt Lite,Fashion,73699.17,Nike
P00200,Whirlpool Mixer Grinder Plus,Home Appliances,62899.38,Whirlpool
P00201,Whirlpool Vacuum Cleaner Standard,Home Appliances,93082.87,Whirlpool
P00202,Levis Dress Plus,Fashion,8427.67,Levis
P00203,Scholastic Dictionary Lite,Books,4846.86,Scholastic
,Lakme Conditioner Plus,Beauty,26707.15,Lakme
P00205,Maybelline Soap Deluxe,Beauty,41706.73,Maybelline
P00206,Nilkamal Wardrobe Pro,Furniture,87097.91,Nilkamal
P00207,Sony Keyboard Max,Electronics,24701.98,Sony
P00208,Asus Tablet Max,Electronics,46356.28,Asus
P00209,Urban Ladder Bookshelf Pro,Furniture,96175.86,Urban Ladder
P00210,Cosco Football Pro,Sports,84053.29,Cosco
P00211,McGrawHill Textbook Lite,Books,28460.45,McGrawHill
P00212,Urban Ladder Bed Frame Deluxe,Furniture,60365.14,Urban Ladder
P00213,Tata Pasta Deluxe,Groceries,48202.07,Tata
P00214,Levis Jacket Max,Fashion,16969.54,Levis
P00215,Biotique Face Wash Plus,Beauty,84670.07,Biotique
P00216,Oxford Workbook Pro,Books,13448.29,Oxford
P00217,Nike T-Shirt Plus,Fashion,28029.75,Nike
P00218,Oxford Children Book Standard,Books,60069.6,Oxford
P00219,Biotique Perfume Standard,Beauty,7417.55,Biotique
P00220,Biotique Perfume Pro,Beauty,40763.62,Biotique
P00221,Whirlpool Ceiling Fan Max,Home Appliances,40227.82,Whirlpool
P00222,Panasonic Microwave Max,Home Appliances,91303.07,Panasonic
P00223,Urban Ladder Bed Frame Plus,Furniture,14404.79,Urban Ladder
P00224,HomeTown Office Chair Standard,Furniture,7264.18,HomeTown
P00225,Nilkamal Office Chair Lite,Furniture,7514.72,Nilkamal
P00226,Godrej Wardrobe Standard,Furniture,19502.7,Godrej
P00227,Godrej Sofa Plus,Furniture,2657.88,Godrej
P00228,Lakme Conditioner Plus,Beauty,50281.29,Lakme
P00229,McGrawHill Dictionary Max,Books,46509.62,McGrawHill
P00230,Penguin Novel Lite,Books,94584.57,Penguin
P00231,Nilkamal Sofa Deluxe,Furniture,15179.57,Nilkamal
P00232,Amul Cereal Plus,Groceries,49207.71,Amul
P00233,LG Smartwatch Plus,Electronics,67392.43,LG
P00234,Whirlpool Ceiling Fan Standard,Home Appliances,59329.63,Whirlpool
P00235,Nilkamal Dining Table Max,Furniture,29531.96,Nilkamal
P00236,Britannia Coffee Plus,Groceries,58878.81,Britannia
P00237,Sony Smartwatch Standard,Electronics,79996.95,Sony
P00238,Nilkamal Bookshelf Standard,Furniture,35465.53,Nilkamal
P00239,Adidas Badminton Racket Pro,Sports,34019.27,Adidas
P00240,HP Headphones Max,Electronics,,HP
P00241,LG Keyboard Lite,Electronics,1366.0,LG
P00242,Apple Camera Plus,Electronics,64166.93,Apple
P00243,,Groceries,33753.62,Aashirvaad
P00244,Amul Biscuits Max,Groceries,82670.17,Amul
P00245,Lenovo Smartphone Pro,Electronics,41228.6,Lenovo
P00246,Urban Ladder Bookshelf Pro,Furniture,16153.7,Urban Ladder
P00247,Adidas T-Shirt Max,Fashion,61493.14,Adidas
P00248,Godrej Wardrobe Deluxe,Furniture,58987.77,Godrej
P00249,Panasonic Ceiling Fan Standard,Home Appliances,11126.9,Panasonic
P00250,Puma Dumbbells Standard,Sports,69897.58,Puma
P00251,Ikea Bookshelf Pro,Furniture,31660.52,Ikea
P00252,Amul Cereal Lite,Groceries,76206.42,Amul
P00253,L'Oreal Moisturizer Plus,Beauty,28344.78,L'Oreal
P00254,Maybelline Face Wash Plus,Beauty,29514.51,Maybelline
P00255,Nike Hoodie Standard,Fashion,74741.32,Nike
P00256,L'Oreal Perfume Lite,Beauty,43480.03,L'Oreal
P00257,LG Vacuum Cleaner Max,Home Appliances,39953.99,LG
P00258,IFB Microwave Standard,Home Appliances,98010.08,IFB
P00259,Biotique Face Wash Max,Beauty,43928.64,Biotique
P00260,Oxford Dictionary Pro,Books,76265.24,Oxford
P00261,IFB Washing Machine Deluxe,Home Appliances,95021.98,IFB
P00262,Ikea Bed Frame Max,Furniture,74924.04,Ikea
P00263,HarperCollins Novel Lite,Books,29306.18,HarperCollins
P00264,Lenovo Mouse Standard,Electronics,49851.1,Lenovo
P00265,Nike Sneakers Pro,Fashion,11270.56,Nike
P00266,HomeTown Bed Frame Standard,Furniture,30546.67,HomeTown
P00267,Adidas Cricket Bat Lite,Sports,29285.31,Adidas
P00268,Cosco Yoga Mat Max,Sports,55632.27,Cosco
P00269,Maybelline Perfume Standard,Beauty,42428.16,Maybelline
P00270,L'Oreal Perfume Plus,Beauty,68890.41,L'Oreal
P00271,LG Printer Max,Electronics,10723.4,LG
P00272,L'Oreal Lipstick Standard,Beauty,35432.22,L'Oreal
P00273,Cosco Basketball Deluxe,Sports,79863.88,Cosco
P00274,HarperCollins Children Book Pro,Books,34297.18,HarperCollins
P00275,Urban Ladder Study Table Standard,Furniture,98991.6,Urban Ladder
P00276,Adidas T-Shirt Max,Fashion,92983.99,Adidas
P00277,Whirlpool Microwave Plus,Home Appliances,98904.04,Whirlpool
P00278,Amul Pasta Lite,Groceries,21638.89,Amul
P00279,IFB Mixer Grinder Standard,Home Appliances,49984.41,IFB
P00280,Oxford Children Book Lite,Books,68009.75,Oxford
P00281,Godrej Study Table Lite,Furniture,29618.49,Godrej
P00282,Penguin Children Book Pro,Books,67455.75,Penguin
P00283,Scholastic Textbook Max,Books,3991.2,Scholastic
P00284,Ikea Bookshelf Standard,Furniture,90496.71,Ikea
P00285,Scholastic Novel Pro,Books,80358.04,Scholastic
P00286,Reebok Football Max,Sports,82120.9,Reebok
P00287,LG Laptop Plus,Electronics,11877.62,LG
P00288,IFB Washing Machine Lite,Home Appliances,61529.7,IFB
P00289,Urban Ladder Dining Table Lite,Furniture,78836.39,Urban Ladder
P00290,Amul Biscuits Plus,Groceries,37989.16,Amul
P00291,Tata Rice Pro,Groceries,56491.44,Tata
P00292,Levis Sneakers Lite,Fashion,58199.12,Levis
P00293,Whirlpool Microwave Pro,Home Appliances,43108.96,Whirlpool
P00294,HarperCollins Dictionary Lite,Books,12146.46,HarperCollins
P00295,Reebok Running Shoes Pro,Sports,63872.9,Reebok
P00296,Penguin Novel Plus,Books,61902.46,Penguin
P00297,Kellogg's Wheat Flour Deluxe,Groceries,35740.25,Kellogg's
P00298,IFB Mixer Grinder Lite,Home Appliances,2821.83,IFB
P00299,Bosch Microwave Pro,Home Appliances,43208.43,Bosch
P00300,Godrej Dining Table Standard,Furniture,33228.8,Godrej
P00301,Nestle Tea Max,Groceries,32844.59,Nestle
P00302,McGrawHill Dictionary Standard,Books,86277.76,McGrawHill
P00303,Yonex Football Plus,Sports,15235.2,Yonex
P00304,Puma Jeans Pro,Fashion,76948.32,Puma
P00305,Cosco Dumbbells Standard,Sports,90243.69,Cosco
P00306,Scholastic Guidebook Pro,Books,29759.66,Scholastic
P00307,Puma Jeans Pro,Fashion,50808.23,Puma
P00308,Samsung Headphones Plus,Electronics,226.42,Samsung
P00309,HomeTown Wardrobe Plus,Furniture,6859.88,HomeTown
P00310,Penguin Notebook Deluxe,Books,,Penguin
P00311,Penguin Guidebook Deluxe,Books,89147.54,Penguin
P00312,IFB Water Purifier Plus,Home Appliances,12524.35,IFB
P00313,Urban Ladder Sofa Plus,Furniture,23596.67,Urban Ladder
P00314,Nivea Soap Max,Beauty,50792.55,Nivea
P00315,Godrej Study Table Standard,Furniture,53983.34,Godrej
P00316,IFB Water Purifier Max,Home Appliances,54626.15,IFB
P00317,Whirlpool Water Purifier Lite,Home Appliances,70278.73,Whirlpool
P00318,H&M Jeans Standard,Fashion,37676.74,H&M
P00319,Panasonic Microwave Plus,Home Appliances,10136.41,Panasonic
P00320,Apple Laptop Standard,Electronics,92669.0,Apple
P00321,Aashirvaad Wheat Flour Lite,Groceries,55108.24,Aashirvaad
P00322,Dove Moisturizer Pro,Beauty,69534.95,Dove
P00323,Ikea Bed Frame Deluxe,Furniture,98428.04,Ikea
P00324,Levis Hoodie Max,Fashion,1647.64,Levis
P00325,McGrawHill Guidebook Max,Books,92553.59,McGrawHill
P00326,L'Oreal Conditioner Pro,Beauty,67095.0,L'Oreal
,Scholastic Dictionary Lite,Books,84792.93,Scholastic
P00328,Philips Water Purifier Plus,Home Appliances,8845.95,Philips
P00329,H&M Jacket Standard,Fashion,37411.97,H&M
P00330,Panasonic Ceiling Fan Lite,Home Appliances,,Panasonic
P00331,Amul Coffee Lite,Groceries,34032.61,Amul
P00332,Acer Mouse Plus,Electronics,37909.87,Acer
P00333,Penguin Workbook Deluxe,Books,33264.41,Penguin
P00334,Panasonic Refrigerator Standard,Home Appliances,22514.2,Panasonic
P00335,Kellogg's Tea Standard,Groceries,1950.15,Kellogg's
P00336,Cosco Running Shoes Pro,Sports,39525.02,Cosco
P00337,HarperCollins Children Book Pro,Books,60113.19,HarperCollins
P00338,Nestle Wheat Flour Plus,Groceries,77980.8,Nestle
P00339,Dell Printer Max,Electronics,58611.66,Dell
P00340,Adidas Yoga Mat Plus,Sports,11193.53,Adidas
P00341,Oxford Notebook Lite,Books,49177.86,Oxford
P00342,H&M Kurta Pro,Fashion,15744.47,H&M
P00343,Godrej Bookshelf Pro,Furniture,69976.29,Godrej
P00344,Lakme Face Wash Pro,Beauty,93931.5,Lakme
P00345,Yonex Running Shoes Deluxe,Sports,71170.54,Yonex
P00346,H&M Kurta Standard,Fashion,17897.17,H&M
P00347,L'Oreal Perfume Max,Beauty,2833.99,L'Oreal
P00348,Urban Ladder Sofa Max,Furniture,57406.45,Urban Ladder
P00349,Puma Jacket Plus,Fashion,5361.79,Puma
P00350,Oxford Guidebook Deluxe,Books,27815.83,Oxford
P00351,Ikea Study Table Plus,Furniture,74893.89,Ikea
P00352,Levis Saree Deluxe,Fashion,58840.19,Levis
P00353,Maybelline Shampoo Pro,Beauty,79551.44,Maybelline
P00354,HarperCollins Notebook Max,Books,37805.47,HarperCollins
P00355,Apple Smartphone Standard,Electronics,17569.56,Apple
P00356,Acer Keyboard Pro,Electronics,80799.72,Acer
P00357,McGrawHill Novel Standard,Books,49492.13,McGrawHill
P00358,Whirlpool Vacuum Cleaner Plus,Home Appliances,96140.0,Whirlpool
P00359,Nivea Perfume Plus,Beauty,15039.56,Nivea
P00360,Maybelline Face Wash Deluxe,Beauty,99222.78,Maybelline
P00361,Penguin Guidebook Plus,Books,43136.46,Penguin
P00362,Yonex Football Max,Sports,47868.91,Yonex
P00363,HarperCollins Workbook Lite,Books,84221.85,HarperCollins
P00364,Adidas Jeans Deluxe,Fashion,26251.05,Adidas
P00365,HomeTown Bookshelf Standard,Furniture,53852.25,HomeTown
P00366,LG Ceiling Fan Plus,Home Appliances,91424.92,LG
P00367,Tata Tea Plus,Groceries,70258.06,Tata
P00368,IFB Ceiling Fan Pro,Home Appliances,38683.98,IFB
P00369,HarperCollins Workbook Lite,Books,5442.03,HarperCollins
P00370,Puma Kurta Pro,Fashion,3881.08,Puma
,Nike Jacket Pro,Fashion,1752.87,Nike
P00372,Nestle Cooking Oil Plus,Groceries,83454.83,Nestle
P00373,Dell Headphones Deluxe,Electronics,22713.13,Dell
P00374,Philips Air Conditioner Standard,Home Appliances,80784.14,Philips
P00375,Lakme Perfume Max,Beauty,80135.95,Lakme
P00376,Nestle Coffee Deluxe,Groceries,88130.47,Nestle
P00377,H&M Jeans Lite,Fashion,82221.03,H&M
P00378,Whirlpool Ceiling Fan Plus,Home Appliances,56826.19,Whirlpool
P00379,HarperCollins Children Book Lite,Books,92985.97,HarperCollins
P00380,Whirlpool Microwave Max,Home Appliances,14155.37,Whirlpool
P00381,Aashirvaad Pasta Deluxe,Groceries,39970.87,Aashirvaad
P00382,HP Laptop Deluxe,Electronics,93854.58,HP
P00383,McGrawHill Dictionary Max,Books,15811.15,McGrawHill
P00384,Oxford Guidebook Pro,Books,60670.47,Oxford
P00385,McGrawHill Workbook Max,Books,15002.07,McGrawHill
P00386,Aashirvaad Coffee Plus,Groceries,91543.66,Aashirvaad
P00387,Puma Cricket Bat Plus,Sports,12340.7,Puma
P00388,Scholastic Notebook Standard,Books,67294.2,Scholastic
P00389,Cosco Cricket Bat Standard,Sports,35927.33,Cosco
P00390,Maybelline Soap Plus,Beauty,20596.47,Maybelline
P00391,Lakme Shampoo Max,Beauty,71795.24,Lakme
P00392,Puma Cricket Bat Pro,Sports,52597.9,Puma
P00393,Puma T-Shirt Lite,Fashion,9689.85,Puma
P00394,Acer Mouse Max,Electronics,53588.53,Acer
P00395,Nestle Milk Powder Standard,Groceries,83527.0,Nestle
P00396,Godrej Bookshelf Lite,Furniture,69832.03,Godrej
P00397,HarperCollins Workbook Max,Books,25163.1,HarperCollins
P00398,Oxford Notebook Plus,Books,94601.47,Oxford
P00399,Panasonic Ceiling Fan Lite,Home Appliances,53736.1,Panasonic
P00400,Adidas Football Max,Sports,47209.14,Adidas
P00401,Panasonic Refrigerator Pro,Home Appliances,84728.47,Panasonic
P00402,IFB Washing Machine Pro,Home Appliances,97451.69,IFB
P00403,Scholastic Workbook Max,Books,42197.48,Scholastic
P00404,Nestle Cereal Standard,Groceries,69271.33,Nestle
P00405,Cosco Dumbbells Pro,Sports,38892.95,Cosco
P00406,Panasonic Microwave Lite,Home Appliances,4810.2,Panasonic
P00407,L'Oreal Conditioner Pro,Beauty,59967.52,L'Oreal
P00408,Godrej Bed Frame Standard,Furniture,87249.11,Godrej
P00409,Kellogg's Tea Lite,Groceries,69500.88,Kellogg's
,Ikea Bed Frame Standard,Furniture,1465.16,Ikea
P00411,Scholastic Workbook Standard,Books,95816.95,Scholastic
P00412,Maybelline Conditioner Plus,Beauty,26947.28,Maybelline
P00413,Urban Ladder Sofa Standard,Furniture,21878.15,Urban Ladder
P00414,Godrej Bed Frame Lite,Furniture,91244.51,Godrej
P00415,Acer Mouse Max,Electronics,19342.42,Acer
P00416,Amul Wheat Flour Plus,Groceries,33008.19,Amul
P00417,Nike Football Plus,Sports,22719.2,Nike
P00418,HomeTown Office Chair Max,Furniture,19716.76,HomeTown
P00419,Amul Wheat Flour Lite,Groceries,56738.23,Amul
P00420,Puma Cricket Bat Lite,Sports,61750.47,Puma
P00421,Kellogg's Pasta Lite,Groceries,48241.88,Kellogg's
P00422,Zara Kurta Plus,Fashion,92404.86,Zara
P00423,Penguin Children Book Standard,Books,54920.87,Penguin
P00424,Maybelline Lipstick Pro,Beauty,73756.98,Maybelline
P00425,Godrej Wardrobe Max,Furniture,92925.11,Godrej
P00426,Cosco Football Standard,Sports,85899.36,Cosco
P00427,Adidas Kurta Pro,Fashion,87358.12,Adidas
P00428,Nivea Lipstick Standard,Beauty,40202.86,Nivea
P00429,Cosco Badminton Racket Max,Sports,143.27,Cosco
P00430,HomeTown Study Table Standard,Furniture,72791.66,HomeTown
P00431,Levis Sneakers Plus,Fashion,51567.73,Levis
P00432,HomeTown Dining Table Pro,Furniture,86846.96,HomeTown
P00433,Dell Smartphone Deluxe,Electronics,66888.14,Dell
P00434,HarperCollins Novel Deluxe,Books,19059.48,HarperCollins
P00435,Kellogg's Tea Plus,Groceries,3674.75,Kellogg's
P00436,Apple Keyboard Deluxe,Electronics,,Apple
P00437,HarperCollins Guidebook Plus,Books,53737.01,HarperCollins
