line_item_id,transaction_id,product_id,quantity,price
127,T13897,P184,1,2273.84
128,T16623,P538,3,4924.28
129,T8720,P456,3,21628.37
130,T8773,P189,1,44567.02
131,T14168,P318,2,47343.81
132,T9439,P428,5,10953.06
133,T3354,P585,1,35057.15
134,T17268,P446,4,42451.07
135,T17454,P449,4,27281.82
136,T13268,P101,5,14644.84
137,T10437,P591,5,36173.93
138,T20304,P386,1,48048.06
139,T5595,P450,5,14772.37
140,T11270,P287,,10536.33
141,T2942,P199,2,319.24
142,T2270,P363,3,32855.6
143,T20926,P188,5,26884.97
144,T13789,P113,4,6326.58
145,T19022,P584,5,14267.96
146,T4030,P260,4,5671.55
147,T19934,P444,2,927.09
148,T17733,P339,4,31626.05
149,T9599,P242,3,21983.5
150,T12298,P558,,15829.51
151,T2623,P297,4,44258.32
152,T4534,P213,4,23858.13
153,T14423,P365,2,2435.31
154,T9938,P585,5,44501.1
155,T5248,P392,4,7173.08
156,T2456,P396,4,12096.66
157,T7873,P142,3,12744.26
158,T2659,P154,1,17234.92
159,T6863,P505,1,8691.53
160,T7714,P142,2,15528.64
161,T20123,P509,5,
162,T2217,P285,2,14039.87
163,T15541,P439,3,24647.95
164,T18946,P513,5,22468.45
165,T7411,P223,1,14764.25
166,T15332,P525,4,47421.49
167,T8068,P438,2,12074.4
168,T14811,P139,5,7750.31
169,T17053,P595,2,8341.76
170,T13790,P102,5,13428.82
171,T18412,P239,5,20815.66
172,T14328,P547,5,36167.67
173,T7516,P281,3,27257.14
174,T16158,P317,5,23980.47
175,T17620,P125,5,48384.23
176,T14394,P348,4,22817.87
177,T15720,P104,3,43476.29
178,T4985,P138,3,34919.08
179,T13670,P377,4,16090.2
180,T9661,P470,3,41900.01
181,T13069,P353,,35538.37
182,T13966,P274,4,47876.13
183,T3451,P594,5,46602.48
184,T8085,P460,1,35058.1
185,T13915,P464,4,41791.01
186,T1076,P501,3,17651.09
187,T18549,P589,1,39672.52
188,T17419,P541,4,20238.3
189,T4808,P363,5,12586.59
190,T2897,P357,4,48966.72
191,T1741,P535,3,41585.11
192,T15848,P499,1,1583.85
193,T14324,P127,5,35749.34
194,T6043,P524,3,46620.77
195,T9950,P461,3,10346.23
196,T14575,P503,4,28099.6
197,T4473,P323,2,30062.41
198,T9629,P391,4,14031.41
199,T7723,P562,5,18742.42
200,T15036,P520,3,5146.65
201,T18204,P486,2,46019.17
202,T12918,P357,1,31672.02
203,T19359,P256,5,2343.11
204,T15482,P278,2,1103.05
205,T6220,P493,5,14446.88
206,T8101,P586,1,17475.32
207,T20360,P223,5,43298.72
208,T14856,P134,2,2269.94
209,T1698,P469,1,12018.36
210,T1340,P406,3,4373.59
211,T2801,P127,4,26907.86
212,T15267,P568,1,36025.18
213,T9591,P103,5,
214,T11543,P118,3,14038.46
215,T16687,P131,1,49913.64
216,T14976,P182,1,15325.66
217,T5439,P310,4,48310.15
218,T5694,P179,3,29567.6
219,T1070,P192,1,47201.4
220,T8688,P170,4,36728.8
221,T10645,P189,1,38827.61
222,T5210,P227,5,7041.42
223,T2450,P476,5,32156.08
224,T16989,P578,4,20496.64
225,T4112,P599,3,36462.98
226,T6859,P600,5,41487.18
227,T20901,P167,3,6968.22
228,T11913,P154,2,7104.45
229,T1643,P321,2,37765.66
230,T11882,P547,5,28435.42
231,T17150,P156,2,28078.34
232,T7050,P575,,20211.12
233,T11452,P213,4,36813.83
234,T11601,P571,4,3451.56
235,T11278,P531,3,
236,T4914,P247,4,31800.01
237,T19822,P493,1,
238,T13949,P288,5,7426.73
239,T18571,P432,3,4278.7
240,T19756,P589,4,27767.86
241,T6596,P159,2,46824.05
242,T4932,P359,1,1714.06
243,T10885,P348,5,
244,T7348,P260,3,39718.35
245,T6648,P135,2,9125.57
246,T13453,P597,3,9299.77
247,T13430,P488,2,49311.35
248,T16548,P195,5,26009.04
249,T19840,P327,4,17396.17
250,T13348,P478,4,11795.51
251,T14221,P357,5,12903.18
252,T8137,P169,2,25870.81
253,T19006,P291,2,5243.98
254,T17212,P422,1,35343.6
255,T6163,P190,4,37910.27
256,T15750,P160,5,17579.08
257,T19319,P467,5,35102.7
258,T5125,P567,1,30056.59
259,T5632,P416,2,32556.82
260,T12660,P497,1,10728.56
261,T19571,P428,5,23684.38
262,T10888,P540,2,35862.42
263,T7763,P157,1,33103.78
264,T14468,P241,1,19386.2
265,T17382,P434,3,45349.89
266,T8058,P302,2,40825.89
267,T7515,P208,3,31897.75
268,T2561,P174,5,39327.12
269,T10858,P112,2,35341.01
270,T5812,P531,1,11612.77
271,T20289,P359,4,21523.45
272,T14832,P393,1,30232.15
273,T9566,P522,5,
274,T10284,P506,5,23945.53
275,T10153,P241,2,10469.85
276,T9842,P316,2,1808.02
277,T10095,P414,4,25161.1
278,T18921,P221,4,3079.77
279,T19811,P560,1,41637.14
280,T15482,P562,1,47294.26
281,T1924,P320,4,30126.88
282,T10150,P493,2,22380.5
283,T2384,P341,5,11275.09
284,T12087,P349,5,17507.98
285,T3760,P168,5,14794.13
286,T6614,P521,3,18575.68
287,T14226,P342,3,46174.18
288,T20674,P574,2,30784.92
289,T20096,P335,5,48039.32
290,T5771,P149,3,34915.78
291,T10699,P164,1,22078.07
292,T2670,P108,2,22733.77
293,T7471,P592,3,9148.59
294,T11447,P468,2,46243.42
295,T14674,P453,3,40786.53
296,T2054,P314,1,46967.13
297,T4327,P471,1,13455.58
298,T17104,P222,2,23310.88
299,T9778,P379,3,24957.62
300,T1831,P361,5,701.49
301,T11959,P349,5,33105.99
302,T7774,P492,3,28111.21
303,T18960,P273,5,16208.52
304,T16166,P377,2,37792.0
305,T8255,P105,1,48657.14
306,T7578,P391,2,36882.06
307,T1512,P231,2,27906.27
308,T14507,P157,4,34338.0
309,T5403,P513,2,45076.33
310,T4002,P193,4,18569.27
311,T19967,P501,4,13187.96
312,T2095,P439,4,42623.53
313,T15825,P424,3,30355.72
314,T3610,P111,4,26869.31
315,T1342,P188,2,10581.32
316,T5484,P462,4,4715.72
317,T18639,P394,5,41053.57
318,T1240,P367,4,9106.67
319,T2736,P314,1,19125.73
320,T16739,P170,1,46690.86
321,T17937,P232,5,14621.96
322,T17374,P249,2,47454.43
323,T3041,P513,1,19790.82
324,T16716,P567,4,22207.26
325,T12480,P597,4,22471.04
326,T10565,P371,4,18812.48
327,T12454,P375,3,42199.06
328,T18568,P239,3,13812.47
329,T5863,P335,1,45236.81
330,T19797,P500,1,11303.04
331,T12385,P206,4,37677.09
332,T20661,P171,5,25198.81
333,T16219,P177,5,25630.93
334,T9600,P210,1,42850.52
335,T13667,P340,4,7469.68
336,T2106,P543,1,25603.81
337,T3779,P269,3,47662.2
338,T15856,P112,4,36411.77
339,T3170,P590,4,12533.02
340,T4689,P482,5,26122.11
341,T19207,P181,2,20901.12
342,T2092,P295,1,19696.83
343,T10172,P416,3,27120.76
344,T15389,P251,5,12381.29
345,T15868,P194,3,8166.52
346,T17259,P551,3,39675.8
347,T5338,P365,5,23017.86
348,T9520,P101,2,16724.62
349,T3099,P229,1,47475.4
350,T16256,P292,2,37889.99
351,T18146,P256,1,37244.35
352,T11026,P135,5,
353,T6989,P340,4,20908.25
354,T16966,P600,5,39784.31
355,T11824,P594,1,1615.73
356,T5927,P447,2,16834.71
357,T18826,P339,4,16209.43
358,T10423,P587,2,49472.11
359,T19248,P161,4,38044.45
360,T12804,P469,3,38505.94
361,T13057,P369,2,9847.36
362,T14490,P163,2,10657.51
363,T16605,P398,1,6787.92
364,T1368,P458,1,25219.14
365,T14466,P347,2,7603.04
366,T5834,P141,2,30897.41
367,T10261,P464,4,39094.39
368,T20953,P369,1,3032.7
369,T3129,P559,3,33306.31
370,T18582,P293,3,34321.68
371,T3583,P242,1,19654.37
372,T12997,P137,3,15111.61
373,T11786,P281,2,11757.75
374,T15858,P504,2,18893.93
375,T19365,P106,5,3532.82
376,T10876,P460,1,27400.48
377,T12423,P157,1,17086.78
378,T14927,P377,3,48700.13
379,T10763,P401,2,42139.38
380,T20490,P144,5,42137.9
381,T12386,P292,2,13680.17
382,T3127,P577,1,13496.42
383,T9054,P308,1,41617.35
384,T2887,P492,3,23286.53
385,T11930,P511,3,46810.75
386,T14186,P124,4,41346.32
387,T1370,P108,1,26141.32
388,T18297,P497,3,22050.87
389,T7968,P334,3,33217.59
390,T3655,P521,2,20287.41
391,T17220,P445,4,16317.0
392,T1219,P345,3,21617.21
393,T5764,P574,4,8055.06
394,T11901,P280,3,35256.68
395,T13109,P298,4,4605.48
396,T4386,P536,3,14176.96
397,T20933,P395,1,27963.0
398,T17640,P197,1,41183.73
399,T1989,P211,3,41057.77
400,T6658,P274,1,30546.91
401,T15514,P364,4,32373.29
402,T1795,P482,5,17343.16
403,T9490,P331,5,40070.13
404,T11003,P144,5,37807.09
405,T15143,P552,3,14693.64
406,T6775,P102,4,433.07
407,T5877,P561,2,10059.06
408,T11100,P321,2,5365.05
409,T19321,P131,1,3878.2
410,T1162,P383,1,20169.02
411,T17982,P275,5,37198.74
412,T20282,P547,4,25703.53
413,T4854,P224,2,47747.61
414,T5859,P292,2,38818.89
415,T13305,P363,2,21710.09
416,T11064,P444,4,48710.81
417,T3108,P472,5,7887.27
418,T13830,P515,2,42993.48
419,T4451,P561,5,4762.76
420,T13723,P253,5,6594.83
421,T16312,P194,2,43189.61
422,T8876,P510,2,43962.83
423,T8575,P449,2,30428.63
424,T4981,P575,3,8516.97
425,T11440,P271,4,45274.34
426,T14399,P334,4,44881.41
427,T6682,P341,5,44894.04
428,T9932,P536,2,32956.18
429,T5600,P454,1,36343.72
430,T18830,P241,4,23129.1
431,T8074,P568,2,8869.17
432,T12565,P506,3,45193.4
433,T7151,P104,,15507.23
434,T11154,P178,1,43522.69
435,T12138,P581,4,505.33
436,T20989,P468,4,42370.25
437,T16173,P266,5,7910.24
438,T20925,P240,,36804.86
439,T9866,P156,1,19928.35
440,T19997,P511,1,11804.74
441,T9527,P242,5,8373.38
442,T12375,P337,4,29693.02
443,T14795,P494,1,47733.17
444,T5031,P214,5,9520.08
445,T10106,P257,2,18251.13
446,T4040,P382,1,47756.46
447,T9384,P550,4,24083.46
448,T5271,P450,1,9409.01
449,T5361,P452,4,13139.66
450,T18239,P301,5,14669.37
451,T10373,P314,3,1040.96
452,T13443,P355,2,16945.27
453,T18440,P112,1,38293.95
454,T17089,P102,3,46800.45
455,T3053,P387,4,26294.28
456,T6723,P271,2,45857.99
457,T16120,P174,1,28082.08
458,T15175,P392,4,1108.96
459,T10284,P276,1,35681.77
460,T7386,P597,3,23806.33
461,T17625,P466,5,7760.71
462,T3751,P327,2,28495.65
463,T14832,P121,4,29803.13
464,T1999,P141,4,46938.29
465,T16885,P243,2,17747.85
466,T2542,P181,5,27165.48
467,T5871,P469,1,30071.56
468,T6924,P185,3,7603.94
469,T4803,P193,2,517.68
470,T8166,P495,4,1387.71
471,T17664,P403,4,6983.06
472,T17510,P449,,
473,T7047,P357,5,43624.97
474,T17665,P596,2,25622.79
475,T6369,P297,5,19764.41
476,T16992,P128,1,45098.36
477,T15547,P440,3,48532.21
478,T4498,P173,4,16693.62
479,T14055,P119,3,6895.7
480,T2222,P507,4,41785.69
481,T7397,P394,3,47748.09
482,T10753,P275,2,5966.98
483,T1963,P194,1,15536.6
484,T10583,P294,2,41175.27
485,T9012,P529,5,15830.99
486,T8463,P195,3,31787.12
487,T15762,P225,5,7731.72
488,T15968,P238,2,2023.95
489,T19116,P538,2,28839.62
490,T17626,P496,5,25846.06
491,T9247,P286,5,45952.88
492,T9181,P111,5,35412.98
493,T6005,P348,2,1740.17
494,T13177,P203,1,44857.71
495,T12370,P104,4,11111.04
496,T15818,P292,4,40911.8
497,T8799,P493,5,17068.55
498,T17964,P477,4,
499,T20143,P312,4,23881.14
500,T12611,P268,1,23944.24
501,T15442,P360,1,14365.39
502,T18156,P237,4,30603.72
503,T4396,P501,3,24099.43
504,T18712,P415,4,10366.01
505,T14882,P324,3,28952.93
506,T18656,P448,4,35771.55
507,T4239,P521,1,8751.93
508,T5342,P123,4,34304.48
509,T9281,P469,1,35577.49
510,T12087,P502,5,40594.34
511,T12025,P459,3,29467.13
512,T20914,P294,5,5946.86
513,T7210,P420,3,8395.7
514,T11316,P529,5,39491.76
515,T17186,P386,3,5934.38
516,T19540,P450,5,1751.66
517,T5292,P454,3,28859.25
518,T9753,P494,3,6668.88
519,T11588,P464,3,37963.41
520,T1947,P385,5,10001.82
521,T17123,P157,1,9284.21
522,T6790,P503,5,9007.4
523,T15076,P266,4,38308.49
524,T13974,P303,1,3414.92
525,T5711,P236,2,25791.99
526,T20516,P318,2,38096.46
527,T19006,P322,3,1837.42
528,T7062,P248,3,7214.33
529,T10630,P500,2,32030.27
530,T10267,P580,3,47908.88
531,T8385,P339,5,
532,T4392,P433,2,18981.54
533,T12445,P111,1,33095.66
534,T17650,P378,4,48704.42
535,T1499,P253,5,21069.71
536,T9299,P326,4,39808.99
537,T15168,P166,5,15732.98
538,T6773,P103,2,27238.54
539,T16809,P425,5,19748.68
540,T4072,P391,4,30831.3
541,T15490,P251,3,6921.08
542,T1402,P163,,46924.9
543,T7780,P373,1,9755.42
544,T19279,P398,3,32958.56
545,T18704,P214,5,48193.63
546,T19022,P484,5,27735.56
547,T11399,P561,1,46762.53
548,T3494,P394,4,24142.26
549,T14682,P523,4,14218.07
550,T1175,P598,5,929.47
551,T12136,P364,1,27124.9
552,T16724,P329,1,44533.27
553,T12707,P237,1,9661.22
554,T17042,P575,4,28879.8
555,T5000,P163,5,17191.86
556,T12268,P200,5,42057.05
557,T14637,P485,1,32463.81
558,T3836,P208,3,17340.01
559,T11877,P348,1,15445.31
560,T1392,P459,5,48290.49
561,T16118,P125,5,22446.46
562,T19931,P325,2,14516.91
563,T17219,P298,5,5932.78
564,T19858,P133,2,23384.61
565,T2139,P425,1,42792.28
566,T18953,P234,2,36842.83
567,T13672,P144,4,21880.53
568,T14526,P344,4,47466.53
569,T11073,P128,2,12218.65
570,T1901,P108,5,39976.73
571,T20925,P541,1,17507.56
572,T7356,P206,3,5848.94
573,T19130,P439,5,38861.64
574,T19419,P507,3,21365.73
575,T5731,P174,1,5290.35
576,T5831,P581,5,25892.42
577,T16149,P284,1,7887.34
578,T7227,P500,2,26533.62
579,T12535,P101,5,17084.12
580,T8677,P371,1,4569.07
581,T5024,P230,4,34963.71
582,T20967,P528,3,5794.21
583,T10906,P391,5,49054.29
584,T14524,P283,2,30687.69
585,T12670,P385,3,38360.3
586,T16885,P175,4,47213.17
587,T9595,P372,4,12767.8
588,T3496,P396,2,2150.8
589,T15958,P260,3,18381.5
590,T1187,P399,2,39053.08
591,T4476,P224,3,42755.04
592,T11744,P241,,27875.24
593,T16653,P439,5,7085.33
594,T20751,P556,2,38958.82
595,T9391,P310,2,8202.81
596,T19110,P154,5,29321.92
597,T4405,P129,2,17505.9
598,T12976,P235,3,1869.57
599,T19817,P426,2,25918.5
600,T7636,P187,1,44936.33
601,T10760,P242,3,43500.59
602,T15818,P476,4,38309.66
603,T9785,P518,4,7165.72
604,T9752,P473,,2185.47
605,T13718,P309,1,39362.38
606,T1433,P440,4,1552.17
607,T5626,P197,5,36059.37
608,T12947,P496,2,38338.49
609,T18089,P189,4,24653.04
610,T1619,P374,3,40104.61
611,T6976,P223,2,17278.1
612,T3543,P186,3,12294.15
613,T17438,P413,5,49092.83
614,T6550,P155,2,48341.06
615,T15689,P438,1,17662.8
616,T9873,P404,2,13408.75
617,T8429,P463,5,24754.48
618,T8677,P367,4,2505.1
619,T5187,P251,1,7676.24
620,T10579,P567,2,16081.1
621,T15913,P563,3,26840.04
622,T8935,P377,3,30803.25
623,T14620,P135,3,48249.08
624,T5900,P252,2,14247.67
625,T2050,P400,3,32830.31
626,T7214,P297,3,5242.46
627,T4655,P531,5,7181.45
628,T20125,P252,5,48620.13
629,T12685,P434,1,3597.45
630,T11641,P471,2,40137.58
631,T10476,P313,1,37487.99
632,T10400,P446,3,40640.62
633,T6744,P548,3,16203.9
634,T19007,P372,,23769.59
635,T1132,P217,1,2577.38
636,T7790,P395,1,22934.6
637,T4696,P343,4,44889.95
638,T19184,P510,5,28312.91
639,T7794,P222,2,45705.16
640,T13774,P172,1,38785.91
641,T7946,P439,4,18281.87
642,T20338,P386,1,39207.98
643,T12849,P494,2,7656.3
644,T1957,P354,5,12904.96
645,T8042,P333,3,10040.05
646,T11064,P410,4,48318.42
647,T10592,P337,2,20973.18
648,T12527,P378,5,7204.78
649,T2938,P211,1,
650,T2323,P501,3,1620.56
651,T17586,P241,3,31299.37
652,T13108,P502,,49850.46
653,T19581,P447,4,36770.51
654,T12344,P268,1,
655,T14672,P393,3,2888.74
656,T10353,P369,4,30224.1
657,T5795,P230,4,21758.12
658,T17253,P534,2,47773.87
659,T2594,P168,1,17399.21
660,T20229,P193,5,35061.61
661,T6468,P362,5,37621.17
662,T4384,P556,4,3656.27
663,T7436,P405,3,19061.27
664,T5830,P322,2,31697.0
665,T16304,P181,,14011.46
666,T1676,P462,3,17543.41
667,T7699,P103,2,37142.65
668,T3709,P303,2,17714.61
669,T4015,P400,3,35793.9
670,T15639,P372,1,36740.87
671,T13857,P441,3,32413.26
672,T20881,P375,2,26093.3
673,T1207,P529,1,38943.8
674,T7192,P287,3,30106.43
675,T17376,P376,2,6919.33
676,T10762,P554,1,19161.53
677,T4235,P501,4,35387.09
678,T9497,P258,3,42976.12
679,T7411,P111,4,14505.53
680,T14981,P519,3,28865.37
681,T13857,P374,2,20441.67
682,T3042,P261,2,19847.46
683,T13916,P310,5,40058.61
684,T4858,P584,5,8712.67
685,T18944,P475,5,8301.25
686,T10197,P158,3,14864.02
687,T13953,P433,4,7688.54
688,T2234,P224,3,1723.62
689,T2494,P441,5,987.36
690,T12642,P117,1,11349.46
691,T8212,P177,1,6951.66
692,T13007,P544,1,18160.93
693,T10947,P567,4,43893.41
694,T6943,P219,2,356.03
695,T5030,P315,4,5016.21
696,T5072,P189,3,31730.64
697,T18623,P109,5,13879.35
698,T7078,P513,1,48195.46
699,T16837,P108,3,36298.58
700,T11541,P573,5,41724.5
701,T3906,P453,3,38145.43
702,T19224,P118,1,26384.93
703,T11570,P525,3,4576.8
704,T11754,P308,4,18121.37
705,T8537,P329,3,4437.1
706,T4163,P178,2,18840.36
707,T1323,P483,3,31353.08
708,T14785,P477,,19275.65
709,T4491,P521,1,2877.12
710,T15049,P285,1,16807.53
711,T5955,P457,4,32526.83
712,T10702,P538,4,43761.15
713,T19016,P468,3,27308.4
714,T15825,P371,5,44852.66
715,T14798,P185,4,43659.27
716,T3899,P402,1,14517.62
717,T14810,P262,1,40534.09
718,T1868,P179,4,44933.48
719,T13326,P312,1,3479.99
720,T5735,P279,5,13900.26
721,T11210,P132,4,44870.58
722,T13504,P489,3,16547.07
723,T13220,P193,5,1693.94
724,T15963,P155,5,12790.12
725,T19683,P538,2,2324.84
726,T14189,P514,2,35489.41
727,T9817,P391,3,31874.54
728,T10115,P115,1,5494.5
729,T1522,P146,3,47481.7
730,T13289,P340,4,11245.23
731,T14952,P572,,5343.15
732,T4977,P303,1,26865.52
733,T2208,P554,5,13927.13
734,T12910,P321,4,48387.64
735,T17480,P416,5,22685.36
736,T1543,P321,1,42663.53
737,T3069,P260,2,45973.24
738,T5832,P512,4,45614.41
739,T14740,P587,1,
740,T8435,P492,4,3257.83
741,T5391,P398,3,25108.04
742,T4472,P131,3,17968.12
743,T13901,P118,1,17955.16
744,T11614,P408,1,
745,T7732,P356,5,43561.29
746,T14276,P140,5,33706.26
747,T16077,P239,,3402.83
748,T12312,P103,4,32346.74
749,T7859,P406,2,43333.97
750,T19130,P120,4,21648.25
751,T10138,P448,5,44877.94
752,T2662,P238,1,9782.84
753,T14826,P412,2,1975.08
754,T20688,P551,2,22865.64
755,T4792,P302,4,36615.91
756,T17825,P270,2,13608.33
757,T5847,P384,5,48034.22
758,T19807,P234,2,1609.35
759,T1926,P588,5,8974.08
760,T15852,P266,2,6904.9
761,T17138,P265,1,20495.98
762,T8487,P423,2,37036.87
763,T12659,P416,1,12184.4
764,T6199,P188,2,4632.3
765,T6066,P266,5,22832.87
766,T8116,P446,4,42895.94
767,T16384,P450,4,13990.92
768,T8607,P115,4,26541.59
769,T11662,P445,5,23929.02
770,T1373,P590,4,11835.53
771,T9688,P365,4,19338.49
772,T6409,P459,5,33321.48
773,T14336,P256,4,25403.54
774,T15673,P491,1,36442.21
775,T5033,P420,1,29511.79
776,T9351,P483,3,42238.9
777,T12636,P519,4,1994.9
778,T2283,P448,3,32305.64
779,T19652,P152,5,9478.32
780,T6870,P504,4,4362.04
781,T1127,P500,3,42663.84
782,T12917,P123,3,25290.4
783,T8806,P594,5,16831.96
784,T7490,P271,2,8016.34
785,T11987,P218,1,18198.16
786,T10493,P325,1,38099.48
787,T19759,P574,1,15893.06
788,T1026,P358,1,42616.51
789,T15874,P130,2,14527.82
790,T5122,P436,,17353.73
791,T18825,P200,3,31536.94
792,T8660,P506,,33215.52
793,T8642,P580,5,9900.86
794,T5572,P233,2,47478.1
795,T2061,P510,3,32684.9
796,T17231,P107,4,35115.04
797,T2140,P544,4,35114.02
798,T14099,P510,1,40621.17
799,T3428,P297,,6602.45
800,T5407,P246,5,41049.74
801,T6053,P556,2,33455.89
802,T6627,P465,2,18475.35
803,T6039,P413,4,32294.16
804,T19585,P237,2,11368.23
805,T20156,P111,4,22847.93
806,T19501,P439,4,48722.9
807,T17889,P251,1,26381.02
808,T14932,P135,4,41125.75
809,T4026,P221,2,4114.42
810,T2410,P503,1,42013.32
811,T2283,P583,4,8772.39
812,T6922,P313,2,6691.11
813,T2145,P311,4,31208.07
814,T20680,P277,3,3139.73
815,T4355,P494,2,39020.79
816,T17412,P415,3,6686.38
817,T6875,P342,3,2154.03
818,T3746,P591,3,12390.33
819,T13467,P568,4,37706.14
820,T17336,P320,2,17795.87
821,T8226,P504,5,3566.75
822,T20365,P335,2,22187.88
823,T20450,P104,4,28784.21
824,T15841,P322,2,47088.99
825,T18411,P487,5,20099.83
826,T5356,P193,3,30141.99
827,T1887,P597,5,9274.35
828,T14609,P317,2,44198.19
829,T13595,P301,1,24444.36
830,T5948,P191,5,29694.04
831,T7130,P366,2,12381.59
832,T18427,P170,4,25707.73
833,T8863,P390,2,43143.05
834,T17520,P275,5,1148.44
835,T14479,P577,2,23239.28
836,T14021,P318,2,38390.5
837,T7356,P266,3,44923.31
838,T7379,P446,4,13262.53
839,T9954,P182,1,35405.92
840,T6747,P419,2,16788.34
841,T15222,P197,5,37434.79
842,T13066,P136,1,23126.8
843,T12082,P389,4,15516.73
844,T5563,P586,4,28051.0
845,T15253,P598,5,26724.74
846,T12945,P560,2,18408.9
847,T7748,P211,1,29447.14
848,T9437,P491,3,46627.93
849,T8239,P551,4,40727.07
850,T8920,P317,3,41475.11
851,T20780,P199,4,23151.25
852,T17938,P364,2,1734.44
853,T17917,P279,2,33575.68
854,T13593,P224,4,23924.77
855,T7385,P319,1,36392.93
856,T4485,P361,1,42742.61
857,T17266,P519,1,6098.93
858,T3212,P177,4,7744.94
859,T11518,P175,1,27343.41
860,T1848,P325,5,17158.11
861,T9953,P530,1,41962.64
862,T12648,P382,5,26141.35
863,T12349,P301,1,14774.36
864,T15128,P172,1,8231.34
865,T20395,P562,4,12033.25
866,T7784,P402,1,39043.85
867,T4112,P134,2,43195.2
868,T14514,P231,4,45833.1
869,T17368,P301,1,13647.92
870,T8505,P559,4,8188.28
871,T8338,P470,1,5919.59
872,T4918,P141,1,15137.71
873,T20737,P533,3,23391.26
874,T12174,P590,1,27562.04
875,T4757,P496,4,9596.46
876,T15215,P136,4,45021.83
877,T17539,P504,2,39355.2
